?иг4лшеьзз -2664.598328982469 3782.8667092112682 3ртфаэё6ш 1685351781.7657864
=щютх9фзя 1521.1900199585489 504.83296122529464 Оъ5ч0ьчёкт 1692694795.9603612
3дк04хуюп 1389.5371072644484 -3715.697242092603 Фюз5р 1690039887.3143878
Штсву 2038.8862706053733 1647.8439415581206 ~ушб 1687703758.5580657
Ъфтх -2756.6634662789293 -1151.9829633779086 Ьюзщ72яр 1685116450.34832
02п2 -959.5107610977229 3500.755221639386 Щ5мя0 1684677691.056677
>с3зяхжй771 2068.069610406732 2517.534698030202 Фюз5р 1693638773.9069443
Эгья05гмёэё 29.620854817453164 1797.6136081560135 Ьюзщ72яр 1686314248.488836
Мэ4сч7бящж 1912.671005425157 256.1838263162281 4и3лнпде 1684354627.646495
Кё2фкк -3901.571729986427 2396.405572315165 3ртфаэё6ш 1687700853.566933
Джтха -2239.683382095628 -1151.2153045030682 <к47щя 1687185515.8313603
`щябёч10 -3399.3980281298795 -644.8453257477067 4и3лнпде 1688047154.8553574
Еьш9з3бшлй -2049.384962333804 3358.8340960713394 Фюз5р 1688638484.321236
Аг8втэг -3488.472147898133 -1226.68920336493 4и3лнпде 1690060268.7155707
#щшщвкж -3146.939506050767 2502.1935462119736 <к47щя 1693819104.1157303
Гч7р8у -3850.849124494269 3765.54990331561 ~ушб 1693886620.0998127
=чл7аж 323.5238420816995 1323.3133423101017 Яшпй8ь 1693870819.8537126
В0щис8яфчцт 1821.991394048714 1873.4578436549345 <к47щя 1689438105.4476051
М4щвю 2851.51354010219 611.9054448811121 ~ушб 1684046489.590349
|8ч2чм 2704.7962782753175 -3179.163930590369 Шзэвънклфф 1688742556.2262425
Зощвбйдг7ш0 2025.5750821046095 -3690.4162991776657 3ртфаэё6ш 1685873630.509531
Эб54ръбф2 2177.9145104717527 2232.8500681331952 Дерчлиуи 1688419823.574126
`щез1э 885.0171278764665 814.0676074822468 >бйгёъ 1686504562.7148948
Ед0хщ 1919.6697272345236 -2482.9529970803032 Дерчлиуи 1689423789.2688491
Онф83 1587.3047297153335 -2991.772761640771 Ьюзщ72яр 1684874197.2860343
Цч9югмя -163.11404408804856 2953.4024754345955 4рвжзтъйх 1685079023.3937564
7уьмбдт6чь -1309.5228141809748 -714.1266540524516 Щ5мя0 1691616508.9545295
0ц8м6шаэ 2555.103899638676 2295.0655415629544 ~ушб 1687138875.0866258
`пвубб 2356.605054804678 1760.8038036292046 3ртфаэё6ш 1693184645.2757936
Да1йгп85кё -2655.868712997999 -148.5869148568554 4и3лнпде 1685714126.8951356
=фч5ю4лф 712.4013834517955 -2097.5940105629406 <к47щя 1688607265.983179
Ми673шё 9.706373908350088 1617.5317572849608 <к47щя 1690476262.4863234
Де4глуж 3916.7685078040377 -3925.240311088274 Оъ5ч0ьчёкт 1690907731.0168765
?шпгжф4эл 486.54779198474625 74.60238192332554 Ьюзщ72яр 1684128489.412395
Ь2йз2гсв 3907.506715882565 -585.3848338859266 Дерчлиуи 1686326047.179888
!узяи -122.52864505170419 598.6346180975024 Хцзь9шз69ч 1690988373.5450728
-989ъзьдё4 1083.0207482571896 -981.6675076749475 Шзэвънклфф 1687867429.565822
8бся8ь -2611.8661106945083 1632.7459460607824 Фюз5р 1692464823.491086
_щьзщ5фь 3229.664138813004 -3858.4374846190876 3ртфаэё6ш 1684327779.4069295
0хуг 3054.089884467133 3324.714808066019 Дерчлиуи 1687891701.596149
#4луф 563.2060202842222 -1237.0039752303878 ~ушб 1684695254.457191
Йч3фнъщ4ие -2553.9383928345715 -2974.899623016602 4рвжзтъйх 1691309857.5810502
Тбф0ч 3049.963090401615 -1399.4415583712998 >бйгёъ 1684571159.1253972
Р1охщраёвюу 2925.6146235729384 3816.2475565424065 4рвжзтъйх 1685717200.8016558
Эжлщ9бэобё 1811.5041269583216 1621.9950062890166 Оъ5ч0ьчёкт 1685312435.4846385
Рр29рнк -402.9632564010535 3548.139643572381 Ьхшшщртж 1685019541.0424228
Хяу5ю -397.73859725386865 877.9419198963597 Ьхшшщртж 1689349650.269688
736щ1м -2002.7369505610338 2287.4352778312386 <к47щя 1691790569.3419745
Кзчшщжлч -2594.6547794134603 -318.40547075014456 4рвжзтъйх 1693848797.7654705
Пн8ъьс6 -915.7067942212443 -3064.3615286838435 Ьхшшщртж 1692264338.4930031
У7лл8ъсъ -1285.4658554040057 2422.94677952263 Ьхшшщртж 1688102834.6559577
Б604ас 496.5924258160612 3482.8774680885163 Дерчлиуи 1684574822.9303691
-щцс6им -584.0506607492366 3569.7925055651103 Оъ5ч0ьчёкт 1692301118.1779022
6шёх2ф9 1854.2848635068449 3675.9330922856134 Хцзь9шз69ч 1691429632.011657
!и82с1 -1003.9382290424919 -3047.771583830805 Дерчлиуи 1688914813.0495028
Ежшид6жо -531.1108537823411 20.934517871279695 3ртфаэё6ш 1693152369.9060209
Йммсёуьд1 3174.177655933593 1420.7552489408172 Ьхшшщртж 1688253823.4966536
-ярйчзашя1г -1517.9915214177186 -3074.92236589203 Щ5мя0 1685418284.2163064
Щновт -3838.3225812291716 3674.1382972889332 Оъ5ч0ьчёкт 1689268007.622056
Щ6щг9 3820.493111649871 -1491.2635884727201 Дерчлиуи 1686838941.8964524
Ъ7ллвцрпп 2335.012994568262 -1269.3487277593754 3ртфаэё6ш 1684039683.8715496
Нртн3жж 1163.8253955705186 -380.5031586080513 Шзэвънклфф 1686142957.923309
Тщвьт -3295.650326666012 -1430.0991337008563 Оъ5ч0ьчёкт 1692386105.9545732
Д3ёухёжвию 235.59780157664954 -2405.584951177031 Дерчлиуи 1692796547.0407968
Ё6мб9ёшдгюё 3596.764588505117 2452.7499623868807 3ртфаэё6ш 1684703103.584919
|пбвф -971.667356450926 1552.8911034589637 Хцзь9шз69ч 1689282954.322961
4с2цн19гр -2518.5063555562942 3727.874448211087 ~ушб 1691647007.6932034
Вт824тспшзн -3057.1068257296347 2077.4588222505026 Хцзь9шз69ч 1692171660.1407382
Зцсгь2ць8ку 3149.408079405953 1875.8667465138378 Хцзь9шз69ч 1692289395.6157277
Т668дкшбв 2167.304562065494 -2.280600013868934 Оъ5ч0ьчёкт 1689635021.6671507
Угшсяеп675к 864.1666375994628 -522.2084855387266 Яшпй8ь 1684163535.3165815
-3юк 3392.9378092712295 1705.9487733601118 ~ушб 1690668383.054212
На2ир 1552.2148813249296 2544.880069941233 Фюз5р 1684767376.3174806
Грюц80ёс09д 1764.6986104447024 468.6732926995446 Шзэвънклфф 1684281074.6077054
Ёбнкжвяц 1799.4950911403284 -699.1569699638762 Ьхшшщртж 1688173700.0749116
4абчйирею1 -3859.9633833807957 640.3352230840219 Ьхшшщртж 1692392764.241084
3озьвэ 2541.4433001399384 2720.4942608721594 Дерчлиуи 1686241389.1892095
Тврмяихоэ 2377.911743095494 -2467.6902399947157 <к47щя 1689197367.1705878
Чсф6 511.20967616520466 2696.7188581804294 4рвжзтъйх 1687311140.4669766
Бнши 1481.4653867602856 1040.2862115638873 ~ушб 1685769729.3113244
#хмэхюу8ъ 1168.0689873497658 -3562.9666908445947 Ьхшшщртж 1688357221.350194
Ляёсгёапм -1259.3210893495134 -2592.2236719979583 3ртфаэё6ш 1690904412.7475066
Ьшжие -883.3554202492855 2638.854724557774 <к47щя 1685356980.210479
#щэн3як2внв -3687.273388252324 -40.35250614024926 ~ушб 1691976233.1937735
Чшя2б34ецю -3513.307330601658 239.00524330475218 4и3лнпде 1686038866.4935064
38ъажюаёъ5ч -3472.466684913878 3560.784792636755 Хцзь9шз69ч 1688961448.6610565
Бгфмл2э -2842.2769030167 -2563.0881110901073 3ртфаэё6ш 1687305769.4291346
